variant_name,brand_name,model_new,oem_name,car_segment,body_type_new,bt,fuel_type_new,transmission_type_new,engine_cc,engine_capacity_new,Engine Type,Value Configuration,Turbo Charger,Super Charger,Gear Box,Drive Type,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Fuel Suppy System,Color,exterior_color,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Length,Width,Height,Wheel Base,Turning Radius,No Door Numbers,Cargo Volumn,seating_capacity_new,max_engine_capacity_new,min_engine_capacity_new,mileage_new,top_features_count,comfort_features_count,interior_features_count,exterior_features_count,safety_features_count,listing_count
audi a8 l 50 tdi quattro premium plus,audi,Audi A8,audi,Sedan,Sedan cars,Sedan,diesel,automatic,2000cc-3000cc,2000cc-3000cc,V-Type Engine,DOHC,Yes,No,8 Speed,AWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,White,White,2967.0,246.74,580.0,6.0,4.0,5265.0,1949.0,1471.0,3122.0,6.35,4.0,480.0,4.0,2967.0,2967.0,16.77,9.0,27.0,15.0,15.0,33.0,1
audi a8 2010-2013 4.2 fsi quattro,audi,Audi A8 2010-2013,audi,Sedan,Sedan cars,Sedan,petrol,automatic,4000cc-5000cc,4000cc-5000cc,V-Type Engine,DOHC,No,No,6 Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Black,Black,4163.0,349.5,45.0,8.0,4.0,5062.0,1894.0,1444.0,2944.0,6.25,4.0,957.0,5.0,4163.0,4163.0,8.5,9.0,20.0,12.0,14.0,25.0,1
audi a8 2010-2013 l 3.0 tdi quattro,audi,Audi A8 2010-2013,audi,Luxury Vehicles,Luxury Vehicles cars,Luxury Vehicles,diesel,automatic,2000cc-3000cc,2000cc-3000cc,V-Type Engine,DOHC,Yes,No,6 Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",CRDI,Blue,Blue,2967.0,246.7,550.0,6.0,4.0,5062.0,1894.0,1444.0,2944.0,5.1,4.0,957.0,5.0,2967.0,2967.0,11.8,9.0,20.0,12.0,14.0,27.0,3
audi q2 premium,audi,Audi Q2,audi,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,2.0 L 40 TFS,DOHC,Yes,No,7-speed Stronic,AWD,Power,Disc,Disc,"Tubeless,Radial",MPFI,Blue,Blue,1984.0,187.74,320.0,4.0,4.0,4318.0,1805.0,1548.0,2593.0,5.1,5.0,335.0,5.0,1984.0,1984.0,18.9,9.0,34.0,16.0,21.0,45.0,3
audi q2 premium plus i,audi,Audi Q2,audi,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,2.0 L 40 TFS,DOHC,Yes,No,7-speed Stronic,AWD,Power,Disc,Disc,"Tubeless,Radial",MPFI,Blue,Blue,1984.0,187.74,320.0,4.0,4.0,4318.0,1805.0,1548.0,2593.0,5.1,5.0,350.0,5.0,1984.0,1984.0,18.9,9.0,34.0,16.0,21.0,45.0,1
audi q2 premium plus ii,audi,Audi Q2,audi,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,2.0 L 40 TFS,DOHC,Yes,No,7-speed Stronic,AWD,Power,Disc,Disc,"Tubeless,Radial",MPFI,Blue,Blue,1984.0,187.74,320.0,4.0,4.0,4318.0,1805.0,1548.0,2593.0,5.1,5.0,335.0,5.0,1984.0,1984.0,18.9,9.0,33.0,15.0,18.0,45.0,3
audi q2 standard,audi,Audi Q2,audi,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,Yes,No,7-speed Stronic,AWD,Power,Disc,Disc,"Tubeless,Radial",MPFI,Black,Black,1984.0,187.74,320.0,4.0,4.0,4318.0,1805.0,1548.0,2593.0,5.1,5.0,350.0,5.0,1984.0,1984.0,18.9,9.0,34.0,15.0,18.0,40.0,1
audi q2 standard with sunroof,audi,Audi Q2,audi,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,Yes,No,7-speed Stronic,AWD,Power,Disc,Disc,"Tubeless,Radial",MPFI,Grey,Grey,1984.0,187.74,320.0,4.0,4.0,4318.0,1805.0,1548.0,2593.0,5.1,5.0,350.0,5.0,1984.0,1984.0,18.9,9.0,34.0,15.0,20.0,40.0,3
audi q2 technology,audi,Audi Q2,audi,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,2.0 L 40 TFS,DOHC,Yes,No,7-speed Stronic,AWD,Power,Disc,Disc,"Tubeless,Radial",MPFI,Red,Red,1984.0,187.74,320.0,4.0,4.0,4318.0,1805.0,1548.0,2593.0,5.1,5.0,335.0,5.0,1984.0,1984.0,18.9,9.0,34.0,14.0,18.0,36.0,1
audi q3 1.4 tfsi,audi,Audi Q3,audi,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,TFSI Petrol Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",MPFI,Mythos Black,Mythos Black,1395.0,148.0,250.0,4.0,4.0,4388.0,2019.0,1608.0,2603.0,5.9,5.0,460.0,5.0,1395.0,1395.0,17.32,9.0,20.0,12.0,18.0,27.0,1
audi q3 2.0 tdi,audi,Audi Q3,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Diesel Engine,DOHC,Yes,No,7-Speed S-Tronic ,AWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",CRDI,White,White,1968.0,174.33,380.0,4.0,4.0,4385.0,2019.0,1608.0,2603.0,5.9,5.0,460.0,5.0,1968.0,1968.0,15.73,9.0,23.0,13.0,18.0,30.0,18
audi q3 2.0 tdi quattro,audi,Audi Q3,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Diesel Engine,DOHC,Yes,No,7 Speed,AWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,White,White,1968.0,184.0,380.0,4.0,4.0,4388.0,2019.0,1608.0,2603.0,5.9,5.0,460.0,5.0,1968.0,1968.0,17.32,9.0,20.0,12.0,18.0,27.0,4
audi q3 2.0 tdi quattro premium plus,audi,Audi Q3,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Diesel Engine,DOHC,Yes,No,7-Speed S-Tronic ,AWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",CRDI,White,White,1968.0,174.33,380.0,4.0,4.0,4385.0,2019.0,1608.0,2603.0,5.9,5.0,460.0,5.0,1968.0,1968.0,15.73,9.0,20.0,12.0,14.0,29.0,19
audi q3 2.0 tdi wci,audi,Audi Q3,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Diesel Engine,DOHC,Yes,No,7-Speed S-Tronic,AWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",CRDI,White,White,1968.0,174.33,380.0,4.0,4.0,4385.0,2019.0,1608.0,2603.0,5.9,5.0,460.0,5.0,1968.0,1968.0,15.73,9.0,23.0,13.0,18.0,29.0,1
audi q3 2.0 tfsi quattro premium plus,audi,Audi Q3,audi,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,TFSI Engine,DOHC,Yes,No,7 Speed ,AWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",DIRECT INJECTION,White,White,1984.0,207.0,300.0,4.0,4.0,4385.0,2019.0,1608.0,2603.0,6.0,4.0,460.0,5.0,1984.0,1984.0,11.72,9.0,22.0,13.0,18.0,26.0,2
audi q3 30 tdi,audi,Audi Q3,audi,SUV,SUV cars,SUV,diesel,manual,1000cc-2000cc,1000cc-2000cc,TDI Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,White,White,1968.0,138.13,320.0,4.0,4.0,4388.0,2019.0,1608.0,2603.0,5.9,5.0,460.0,5.0,1968.0,1968.0,17.32,9.0,20.0,12.0,16.0,27.0,8
audi q3 30 tdi premium fwd,audi,Audi Q3,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Diesel Engine,DOHC,Yes,No,7 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,Cortina White,Cortina White,1968.0,147.51,340.0,4.0,4.0,4388.0,1831.0,1608.0,2603.0,5.9,5.0,460.0,5.0,1968.0,1968.0,18.51,9.0,28.0,14.0,14.0,34.0,3
audi q3 30 tdi s edition,audi,Audi Q3,audi,SUV,SUV cars,SUV,diesel,manual,1000cc-2000cc,1000cc-2000cc,TDI Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,Cortina White,Cortina White,1968.0,138.13,320.0,4.0,4.0,4388.0,2019.0,1608.0,2603.0,5.9,5.0,460.0,5.0,1968.0,1968.0,17.32,9.0,20.0,12.0,16.0,27.0,1
audi q3 30 tfsi premium fwd,audi,Audi Q3,audi,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,TFSI Petrol Engine,DOHC,Yes,No,6 Speed,FWD,Power,Disc,Disc,"Tubeless,Radial",MPFI,White,White,1395.0,147.51,250.0,4.0,4.0,4388.0,1831.0,1608.0,2603.0,5.9,5.0,460.0,5.0,1395.0,1395.0,16.9,9.0,28.0,14.0,14.0,33.0,10
audi q3 35 tdi dynamic edition,audi,Audi Q3,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Quattro Diesel Engine,DOHC,Yes,No,7-Speed S-Tronic ,AWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,White,White,1968.0,174.33,380.0,4.0,4.0,4388.0,2019.0,1608.0,2603.0,5.9,5.0,460.0,5.0,1968.0,1968.0,15.73,9.0,23.0,12.0,18.0,28.0,1
audi q3 35 tdi quattro premium,audi,Audi Q3,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Diesel Engine,DOHC,Yes,No,7-Speed S-Tronic ,AWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",CRDI,White,White,1968.0,174.33,380.0,4.0,4.0,4385.0,2019.0,1608.0,2603.0,5.9,5.0,460.0,5.0,1968.0,1968.0,15.73,9.0,20.0,12.0,14.0,28.0,25
audi q3 35 tdi quattro premium plus,audi,Audi Q3,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Quattro Diesel Engine,DOHC,Yes,No,7-Speed S-Tronic ,AWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,White,White,1968.0,174.33,380.0,4.0,4.0,4388.0,2019.0,1608.0,2603.0,5.9,5.0,460.0,5.0,1968.0,1968.0,15.73,9.0,23.0,12.0,15.0,28.0,53
audi q3 35 tdi quattro technology,audi,Audi Q3,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Quattro Diesel Engine,DOHC,Yes,No,7-Speed S-Tronic,AWD,Power,Disc,Disc,"Tubeless,Radial",CRDI,White,White,1968.0,181.0,380.0,4.0,4.0,4388.0,1831.0,1608.0,2603.0,5.9,5.0,460.0,5.0,1968.0,1968.0,15.17,9.0,28.0,14.0,15.0,34.0,4
audi q3 s,audi,Audi Q3,audi,SUV,SUV cars,SUV,diesel,manual,1000cc-2000cc,1000cc-2000cc,TDI Diesel Engine,DOHC,Yes,No,6 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",CRDI,White,White,1968.0,138.13,320.0,4.0,4.0,4385.0,2019.0,1608.0,2603.0,5.9,5.0,460.0,5.0,1968.0,1968.0,17.32,9.0,22.0,13.0,17.0,28.0,4
audi q5 2.0 tdi,audi,Audi Q5,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Quattro Engine ,DOHC,Yes,No,7 Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",CRDI,White,White,1968.0,174.3,380.0,4.0,4.0,4629.0,2089.0,1655.0,2807.0,5.8,5.0,540.0,5.0,1968.0,1968.0,14.16,9.0,20.0,13.0,19.0,31.0,27
audi q5 2.0 tdi premium plus,audi,Audi Q5,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Quattro Engine ,DOHC,Yes,No,7 Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",CRDI,Blue,Blue,1968.0,174.3,380.0,4.0,4.0,4629.0,2089.0,1655.0,2807.0,5.8,5.0,540.0,5.0,1968.0,1968.0,14.16,9.0,20.0,13.0,19.0,31.0,13
audi q5 2.0 tfsi quattro,audi,Audi Q5,audi,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,InLine 4-cylinder Engine,DOHC,Yes,No,7 Speed S tronic,PERMANENTALL-WHEELDRIVEQUATTRO,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",MPFI,Black,Black,1984.0,208.0,350.0,4.0,4.0,4629.0,1898.0,1653.0,2807.0,11.6,4.0,350.0,5.0,1984.0,1984.0,9.74,9.0,19.0,11.0,15.0,27.0,2
audi q5 3.0 tdi,audi,Audi Q5,audi,SUV,SUV cars,SUV,diesel,automatic,2000cc-3000cc,2000cc-3000cc,V6-cylinder diesel engin ,DOHC,Yes,No,7 Speed S tronic,PERMANENTALL-WHEELDRIVEQUATTRO,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",MPFI,Blue,Blue,2967.0,236.0,500.0,6.0,4.0,4629.0,1898.0,1653.0,2807.0,11.6,4.0,350.0,5.0,2967.0,2967.0,12.19,9.0,20.0,11.0,15.0,27.0,3
audi q5 3.0 tdi quattro,audi,Audi Q5,audi,SUV,SUV cars,SUV,diesel,automatic,2000cc-3000cc,2000cc-3000cc,TDI Quattro Engine,DOHC,Yes,No,7 Speed ,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",CRDI,White,White,2967.0,241.4,580.0,6.0,4.0,4629.0,2089.0,1655.0,2807.0,5.8,5.0,540.0,5.0,2967.0,2967.0,13.22,9.0,20.0,13.0,19.0,31.0,11
audi q5 3.0 tdi quattro technology,audi,Audi Q5,audi,SUV,SUV cars,SUV,diesel,automatic,2000cc-3000cc,2000cc-3000cc,TDI Quattro Engine,DOHC,Yes,No,7 Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",CRDI,White,White,2967.0,241.4,580.0,6.0,4.0,4629.0,2089.0,1655.0,2807.0,5.8,5.0,540.0,5.0,2967.0,2967.0,13.22,9.0,22.0,13.0,19.0,32.0,1
audi q5 30 tdi design edition,audi,Audi Q5,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Quattro Engine ,DOHC,Yes,No,7 Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",CRDI,Black,Black,1968.0,174.3,380.0,4.0,4.0,4629.0,2089.0,1655.0,2807.0,5.8,5.0,540.0,5.0,1968.0,1968.0,14.16,9.0,22.0,12.0,19.0,29.0,3
audi q5 30 tdi quattro premium,audi,Audi Q5,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Quattro Engine ,DOHC,Yes,No,7 Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",CRDI,White,White,1968.0,174.3,380.0,4.0,4.0,4629.0,2089.0,1655.0,2807.0,5.8,5.0,540.0,5.0,1968.0,1968.0,14.16,9.0,22.0,12.0,17.0,29.0,5
audi q5 30 tdi quattro premium plus,audi,Audi Q5,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Quattro Engine ,DOHC,Yes,No,7 Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",CRDI,Ibis White,Ibis White,1968.0,174.3,380.0,4.0,4.0,4629.0,2089.0,1655.0,2807.0,5.8,5.0,540.0,5.0,1968.0,1968.0,14.16,9.0,22.0,12.0,19.0,29.0,8
audi q5 30 tdi quattro technology,audi,Audi Q5,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Quattro Engine ,DOHC,Yes,No,7 Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",CRDI,White,White,1968.0,174.3,380.0,4.0,4.0,4629.0,2089.0,1655.0,2807.0,5.8,5.0,540.0,5.0,1968.0,1968.0,14.16,9.0,24.0,12.0,19.0,30.0,2
audi q5 30 tdi sport edition,audi,Audi Q5,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Quattro Engine ,DOHC,Yes,No,7 Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",CRDI,White,White,1968.0,174.3,380.0,4.0,4.0,4629.0,2089.0,1655.0,2807.0,5.8,5.0,540.0,5.0,1968.0,1968.0,14.16,9.0,24.0,12.0,19.0,30.0,1
audi q5 35tdi technology,audi,Audi Q5,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Quattro Engine,DOHC,Yes,No,7 Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",CRDI,Black,Black,1968.0,188.0,400.0,4.0,4.0,4663.0,2140.0,1659.0,2819.0,5.8,5.0,550.0,5.0,1968.0,1968.0,17.01,9.0,29.0,14.0,18.0,35.0,3
audi q5 40 tdi premium plus,audi,Audi Q5,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Quattro Engine,DOHC,Yes,No,7 Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",CRDI,Blue,Blue,1968.0,188.0,400.0,4.0,4.0,4663.0,2140.0,1659.0,2819.0,5.8,5.0,550.0,5.0,1968.0,1968.0,17.01,9.0,29.0,14.0,17.0,35.0,1
audi q5 40 tdi technology,audi,Audi Q5,audi,SUV,SUV cars,SUV,diesel,automatic,1000cc-2000cc,1000cc-2000cc,TDI Quattro Engine,DOHC,Yes,No,7 Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",CRDI,Black,Black,1968.0,188.0,400.0,4.0,4.0,4663.0,2140.0,1659.0,2819.0,5.8,5.0,550.0,5.0,1968.0,1968.0,17.01,9.0,29.0,14.0,17.0,35.0,3
audi q5 45 tdi quattro technology,audi,Audi Q5,audi,SUV,SUV cars,SUV,diesel,automatic,2000cc-3000cc,2000cc-3000cc,TDI Quattro Engine,DOHC,Yes,No,7 Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",CRDI,Blue,Blue,2967.0,241.4,580.0,6.0,4.0,4629.0,2089.0,1655.0,2807.0,5.8,5.0,540.0,5.0,2967.0,2967.0,13.22,9.0,24.0,12.0,19.0,30.0,1
audi q7 3.0 tdi quattro,audi,Audi Q7,audi,SUV,SUV cars,SUV,diesel,automatic,2000cc-3000cc,2000cc-3000cc,V-Type Diesel Engine,DOHC,Yes,No,8 Speed Tiptronic,AWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",CRDI,White,White,2967.0,241.4,550.0,6.0,4.0,5089.0,2177.0,1737.0,3002.0,6.0,5.0,330.0,7.0,2967.0,2967.0,12.07,9.0,20.0,13.0,17.0,30.0,8
audi q7 3.0 tdi quattro premium plus,audi,Audi Q7,audi,SUV,SUV cars,SUV,diesel,automatic,2000cc-3000cc,2000cc-3000cc,V-Type Diesel Engine,DOHC,Yes,No,8 Speed Tiptronic,AWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",CRDI,White,White,2967.0,241.4,550.0,6.0,4.0,5089.0,2177.0,1737.0,3002.0,6.0,5.0,330.0,7.0,2967.0,2967.0,12.07,9.0,22.0,13.0,17.0,31.0,12
audi q7 3.0 tdi quattro technology,audi,Audi Q7,audi,SUV,SUV cars,SUV,diesel,automatic,2000cc-3000cc,2000cc-3000cc,V-Type Diesel Engine,DOHC,Yes,No,8 Speed Tiptronic,AWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",CRDI,White,White,2967.0,241.4,550.0,6.0,4.0,5089.0,2177.0,1737.0,3002.0,6.0,5.0,330.0,7.0,2967.0,2967.0,12.07,9.0,25.0,13.0,17.0,32.0,7
audi q7 35 tdi quattro premium,audi,Audi Q7,audi,SUV,SUV cars,SUV,diesel,automatic,2000cc-3000cc,2000cc-3000cc,V-Type Diesel Engine,DOHC,Yes,No,8 Speed Tiptronic,AWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",CRDI,White,White,2967.0,241.4,550.0,6.0,4.0,5089.0,2177.0,1737.0,3002.0,6.0,5.0,330.0,7.0,2967.0,2967.0,12.07,9.0,20.0,13.0,17.0,30.0,1
audi q7 35 tdi quattro premium plus,audi,Audi Q7,audi,SUV,SUV cars,SUV,diesel,automatic,2000cc-3000cc,2000cc-3000cc,V-Type Diesel Engine,DOHC,Yes,No,8 Speed Tiptronic,AWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",CRDI,White,White,2967.0,241.4,550.0,6.0,4.0,5089.0,2177.0,1737.0,3002.0,6.0,5.0,330.0,7.0,2967.0,2967.0,12.07,9.0,22.0,13.0,17.0,31.0,5
audi q7 35 tdi quattro technology,audi,Audi Q7,audi,SUV,SUV cars,SUV,diesel,automatic,2000cc-3000cc,2000cc-3000cc,V-Type Diesel Engine,DOHC,Yes,No,8 Speed Tiptronic,AWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",CRDI,White,White,2967.0,241.4,550.0,6.0,4.0,5089.0,2177.0,1737.0,3002.0,6.0,5.0,330.0,7.0,2967.0,2967.0,12.07,9.0,25.0,13.0,17.0,32.0,2
audi q7 4.2 tdi quattro,audi,Audi Q7,audi,SUV,SUV cars,SUV,diesel,automatic,4000cc-5000cc,4000cc-5000cc,V-Type Petrol Engine,DOHC,Yes,No,8 Speed,AWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",DIRECT INJECTION,White,White,4134.0,335.2,800.0,8.0,4.0,5089.0,2177.0,1737.0,3002.0,12.0,5.0,330.0,7.0,4134.0,4134.0,11.33,9.0,25.0,13.0,19.0,29.0,1
audi q7 40 tfsi quattro,audi,Audi Q7,audi,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,2.0 litre 4-cylinder in-line petrol,DOHC,Yes,No,8 Speed,AWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",MPFI,White,White,1984.0,248.0,370.0,4.0,4.0,5052.0,2212.0,1740.0,2994.0,6.2,5.0,890.0,7.0,1984.0,1984.0,13.55,9.0,29.0,15.0,15.0,37.0,1
audi q7 40 tfsi quattro technology,audi,Audi Q7,audi,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,2.0 litre 4-cylinder in-line petrol,DOHC,Yes,No,8 Speed,AWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",COMMON RAIL INJECTION,Black,Black,1984.0,248.0,370.0,4.0,4.0,5052.0,2212.0,1740.0,2994.0,6.2,5.0,890.0,7.0,1984.0,1984.0,13.55,9.0,29.0,15.0,15.0,37.0,2
audi q7 45 tdi quattro premium plus,audi,Audi Q7,audi,SUV,SUV cars,SUV,diesel,automatic,2000cc-3000cc,2000cc-3000cc,V-Type Diesel Engine,DOHC,Yes,No,8 Speed,AWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",CRDI,Grey,Grey,2967.0,245.0,600.0,4.0,4.0,5052.0,2212.0,1740.0,2994.0,6.2,5.0,890.0,7.0,2967.0,2967.0,14.75,9.0,29.0,15.0,14.0,38.0,5
audi q7 45 tdi quattro technology,audi,Audi Q7,audi,SUV,SUV cars,SUV,diesel,automatic,2000cc-3000cc,2000cc-3000cc,V-Type Diesel Engine,DOHC,Yes,No,8 Speed,AWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",CRDI,Blue,Blue,2967.0,245.0,600.0,4.0,4.0,5052.0,2212.0,1740.0,2994.0,6.2,5.0,890.0,7.0,2967.0,2967.0,14.75,9.0,29.0,15.0,14.0,38.0,11
audi q7 45 tfsi premium plus,audi,Audi Q7,audi,SUV,SUV cars,SUV,petrol,automatic,2000cc-3000cc,2000cc-3000cc,2.0 litre 4-cylinder in-line petrol,DOHC,Yes,No,8 Speed,AWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",COMMON RAIL INJECTION,White,White,2967.0,248.0,370.0,4.0,4.0,5052.0,2212.0,1740.0,2994.0,6.2,5.0,890.0,7.0,2967.0,2967.0,13.55,9.0,29.0,15.0,14.0,38.0,1
audi q8 55 tfsi quattro,audi,Audi Q8,audi,SUV,SUV cars,SUV,petrol,automatic,2000cc-3000cc,2000cc-3000cc,TFSI Petrol Engine,DOHC,Yes,No,8 Speed,AWD,Electrical,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Black,Black,2995.0,340.0,500.0,4.0,4.0,4986.0,2190.0,1705.0,2995.0,5.1,5.0,605.0,5.0,2995.0,2995.0,9.8,9.0,26.0,12.0,22.0,36.0,3
audi rs5 coupe,audi,Audi RS5,audi,Coupe,Coupe cars,Coupe,petrol,automatic,2000cc-3000cc,2000cc-3000cc,V6 TFSI Petrol Engine,DOHC,Yes,No,7 Speed,AWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",DIRECT INJECTION,Red,Red,2894.0,444.0,600.0,6.0,4.0,4723.0,2029.0,1358.0,2766.0,5.8,2.0,455.0,4.0,2894.0,2894.0,11.05,9.0,28.0,15.0,17.0,36.0,1
audi s5 3.0 tfsiq tiptronic,audi,Audi S5,audi,Sedan,Sedan cars,Sedan,petrol,automatic,2000cc-3000cc,2000cc-3000cc,3.0TFSIq Tiptronic Petrol Engine,DOHC,Yes,No,8 Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Red,Red,2995.0,348.66,500.0,6.0,4.0,4752.0,1843.0,1384.0,2825.0,5.7,4.0,480.0,5.0,2995.0,2995.0,12.28,9.0,27.0,16.0,11.0,37.0,2
audi s5 3.0l tfsi quattro,audi,Audi S5,audi,Coupe,Coupe cars,Coupe,petrol,automatic,2000cc-3000cc,2000cc-3000cc,3.0 L V6 TFSI Petrol engine,DOHC,Yes,No,8-speed tiptronic,AWD,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",TFSI,Blue,Blue,2994.0,348.66,500.0,6.0,4.0,4765.0,1845.0,1390.0,2825.0,5.1,4.0,465.0,5.0,2994.0,2994.0,18.9,9.0,32.0,14.0,17.0,37.0,1
audi s5 sportback,audi,Audi S5,audi,Sedan,Sedan cars,Sedan,petrol,automatic,2000cc-3000cc,2000cc-3000cc,Petrol Engine,DOHC,No,Yes,7-Speed,AWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,Red,Red,2995.0,328.5,440.0,6.0,4.0,4718.0,2020.0,1382.0,2811.0,5.9,5.0,480.0,4.0,2995.0,2995.0,12.28,9.0,23.0,13.0,14.0,29.0,1
audi tt 2.0 tfsi,audi,Audi TT,audi,Coupe,Coupe cars,Coupe,petrol,automatic,1000cc-2000cc,1000cc-2000cc,Petrol Engine,DOHC,Yes,No,6-Speed,AWD,Power,Ventilated Disc,Ventialted Disc,"Tubeless,Radial",DIRECT INJECTION,Blue,Blue,1984.0,207.8,350.0,4.0,4.0,4198.0,1952.0,1353.0,2468.0,5.45,2.0,292.0,2.0,1984.0,1984.0,9.9,9.0,18.0,13.0,12.0,29.0,1
