variant_name,brand_name,model_new,oem_name,car_segment,body_type_new,bt,fuel_type_new,transmission_type_new,engine_cc,engine_capacity_new,Engine Type,Value Configuration,Turbo Charger,Super Charger,Gear Box,Drive Type,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Fuel Suppy System,Color,exterior_color,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Length,Width,Height,Wheel Base,Turning Radius,No Door Numbers,Cargo Volumn,seating_capacity_new,max_engine_capacity_new,min_engine_capacity_new,mileage_new,top_features_count,comfort_features_count,interior_features_count,exterior_features_count,safety_features_count,listing_count
maruti esteem vxi,maruti,Maruti Esteem,maruti,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",MPFI,Black,Black,1298.0,88.5,145.0,4.0,4.0,3995.0,1710.0,1530.0,2520.0,5.1,4.0,350.0,5.0,1298.0,1298.0,15.9,4.0,9.0,5.0,1.0,1.0,1
maruti esteem vxi - bsiii,maruti,Maruti Esteem,maruti,Sedan,Sedan cars,Sedan,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,SOHC,No,No,5 Speed,FWD,Power,Booster assisted ventilated disc,Booster assisted drum,"Tubeless,Radial",MPFI,Silver,Silver,1298.0,85.0,110.0,4.0,4.0,4095.0,1575.0,1395.0,2365.0,4.8,4.0,350.0,5.0,1298.0,1298.0,15.9,4.0,8.0,5.0,1.0,1.0,2
maruti estilo lxi,maruti,Maruti Estilo,maruti,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",MPFI,White,White,1061.0,88.5,145.0,4.0,4.0,3995.0,1710.0,1530.0,2520.0,5.1,5.0,350.0,5.0,1061.0,1061.0,19.5,1.0,1.0,1.0,1.0,1.0,8
maruti estilo lxi cng,maruti,Maruti Estilo,maruti,Hatchback,Hatchback cars,Hatchback,cng,manual,500cc-1000cc,500cc-1000cc,K Series Petrol Engine,DOHC,No,No,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",I-GPI,Golden,Golden,998.0,67.1,90.0,3.0,4.0,3600.0,1475.0,1595.0,2360.0,4.6,5.0,350.0,5.0,998.0,998.0,26.3,8.0,8.0,3.0,3.0,9.0,2
maruti grand vitara alpha plus hybrid cvt,maruti,Maruti Grand Vitara,maruti,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,eCVT,2WD,Power,Ventilated Disc,Solid Disc,"Tubeless, Radial",MPFI,Grey,Grey,1490.0,91.18,122.0,3.0,4.0,4345.0,1795.0,1645.0,2600.0,5.4,5.0,350.0,5.0,1490.0,1490.0,27.97,9.0,18.0,13.0,17.0,31.0,1
maruti grand vitara at,maruti,Maruti Grand Vitara,maruti,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,4 Speed,4WD,Power,Disc,Disc,"Tubeless,Radial",DIRECT INJECTION,White,White,1995.0,163.5,225.0,4.0,4.0,4500.0,1810.0,1695.0,2640.0,5.5,5.0,398.0,5.0,1995.0,1995.0,9.7,9.0,19.0,11.0,11.0,20.0,1
maruti grand vitara zeta,maruti,Maruti Grand Vitara,maruti,SUV,SUV cars,SUV,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,5 Speed,2WD,Power,Ventilated Disc,Solid Disc,"Tubeless, Radial",MPFI,Blue,Blue,1462.0,101.64,136.8,4.0,4.0,4345.0,1795.0,1645.0,2600.0,5.4,5.0,350.0,5.0,1462.0,1462.0,21.11,9.0,18.0,11.0,14.0,28.0,1
maruti grand vitara zeta at,maruti,Maruti Grand Vitara,maruti,SUV,SUV cars,SUV,petrol,automatic,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,6 Speed,2WD,Power,Ventilated Disc,Solid Disc,"Tubeless, Radial",MPFI,Silver,Silver,1462.0,101.64,136.8,4.0,4.0,4345.0,1795.0,1645.0,2600.0,5.4,5.0,350.0,5.0,1462.0,1462.0,20.58,9.0,19.0,11.0,14.0,28.0,1
maruti gypsy e mg410w ht,maruti,Maruti Gypsy,maruti,SUV,SUV cars,SUV,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",MPFI,White,White,1248.0,88.5,145.0,4.0,4.0,3995.0,1710.0,1530.0,2520.0,5.1,3.0,350.0,8.0,1248.0,1248.0,18.9,1.0,1.0,1.0,1.0,1.0,1
maruti gypsy king hard top,maruti,Maruti Gypsy,maruti,SUV,SUV cars,SUV,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,SOHC,No,No,5 Speed,4WD,Manual,Disc,Drum,"Tubeless,Radial",MPFI,White,White,1298.0,80.0,103.0,4.0,4.0,4010.0,1540.0,1845.0,2375.0,6.0,3.0,350.0,8.0,1298.0,1298.0,14.8,7.0,1.0,2.0,2.0,3.0,1
maruti gypsy king hard top mpi bsiv,maruti,Maruti Gypsy,maruti,SUV,SUV cars,SUV,petrol,manual,1000cc-2000cc,1000cc-2000cc,G13BB MPFI Gasoline Engin,DOHC,No,No,5 Speed,4WD,Manual,Disc,Drum,Tubeless Tyres,MPFI,Superior white,Superior white,1298.0,80.0,103.0,4.0,4.0,4010.0,1540.0,1845.0,2375.0,5.0,3.0,350.0,8.0,1298.0,1298.0,11.96,8.0,3.0,2.0,4.0,6.0,3
maruti gypsy king ht bsiii,maruti,Maruti Gypsy,maruti,SUV,SUV cars,SUV,petrol,manual,1000cc-2000cc,1000cc-2000cc,G13BB MPFI Gasoline Engin,DOHC,No,No,5 Speed,4WD,Manual,Disc,Drum,Tubeless Tyres,MPFI,Red,Red,1298.0,80.0,103.0,4.0,4.0,4010.0,1540.0,1845.0,2375.0,5.0,3.0,350.0,8.0,1298.0,1298.0,11.96,8.0,3.0,2.0,4.0,6.0,1
maruti gypsy king soft top,maruti,Maruti Gypsy,maruti,SUV,SUV cars,SUV,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,SOHC,No,No,5 Speed,4WD,Manual,Disc,Drum,"Tubeless,Radial",MPFI,Grey,Grey,1298.0,80.0,103.0,4.0,4.0,4010.0,1540.0,1875.0,2375.0,6.0,3.0,350.0,8.0,1298.0,1298.0,14.8,7.0,1.0,2.0,2.0,3.0,1
maruti ignis 1.2 alpha bsiv,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,1.2-Litre VVT Petrol Engine,SOHC,No,No,5 Speed,FWD,Electrical,Disc,Drum,"Tubeless,Radial",MPFI,Blue,Blue,1197.0,81.8,113.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1197.0,1197.0,20.89,9.0,12.0,12.0,12.0,24.0,15
maruti ignis 1.2 amt alpha bsiv,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,petrol,automatic,1000cc-2000cc,1000cc-2000cc,1.2-Litre VVT Petrol Engine,SOHC,No,No,5 Speed,FWD,Electrical,Disc,Drum,"Tubeless,Radial",MPFI,Blue,Blue,1197.0,81.8,113.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1197.0,1197.0,20.89,9.0,12.0,12.0,12.0,24.0,9
maruti ignis 1.2 amt delta bsiv,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,petrol,automatic,1000cc-2000cc,1000cc-2000cc,1.2-Litre VVT Petrol Engine,SOHC,No,No,5 Speed,FWD,Electrical,Disc,Drum,"Tubeless,Radial",MPFI,Pearl Arctic White,Pearl Arctic White,1197.0,81.8,113.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1197.0,1197.0,20.89,9.0,11.0,10.0,5.0,24.0,16
maruti ignis 1.2 amt zeta bsiv,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,petrol,automatic,1000cc-2000cc,1000cc-2000cc,1.2-Litre VVT Petrol Engine,SOHC,No,No,5 Speed,FWD,Electrical,Disc,Drum,"Tubeless,Radial",MPFI,Blue,Blue,1197.0,81.8,113.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1197.0,1197.0,20.89,9.0,12.0,10.0,12.0,23.0,16
maruti ignis 1.2 delta bsiv,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,1.2-Litre VVT Petrol Engine,SOHC,No,No,5 Speed,FWD,Electrical,Disc,Drum,"Tubeless,Radial",MPFI,Silver,Silver,1197.0,81.8,113.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1197.0,1197.0,20.89,9.0,11.0,10.0,5.0,24.0,36
maruti ignis 1.2 sigma bsiv,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,1.2-Litre VVT Petrol Engine,SOHC,No,No,5 Speed,FWD,Electrical,Disc,Drum,"Tubeless,Radial",MPFI,Silver,Silver,1197.0,81.8,113.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1197.0,1197.0,20.89,8.0,6.0,7.0,3.0,20.0,13
maruti ignis 1.2 zeta bsiv,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,1.2-Litre VVT Petrol Engine,SOHC,No,No,5 Speed,FWD,Electrical,Disc,Drum,"Tubeless,Radial",MPFI,Blue,Blue,1197.0,81.8,113.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1197.0,1197.0,20.89,9.0,12.0,10.0,12.0,23.0,15
maruti ignis 1.3 amt delta,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,diesel,automatic,1000cc-2000cc,1000cc-2000cc,1.3-Litre DDiS Diesel Engine,DOHC,Yes,No,5 Speed,FWD,Electrical,Disc,Drum,"Tubeless,Radial",CRDI,Silver,Silver,1248.0,74.0,190.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1248.0,1248.0,26.8,9.0,10.0,10.0,5.0,24.0,1
maruti ignis 1.3 amt zeta,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,diesel,automatic,1000cc-2000cc,1000cc-2000cc,1.3-Litre DDiS Diesel Engine,DOHC,Yes,No,5 Speed,FWD,Electrical,Disc,Drum,"Tubeless,Radial",CRDI,Red,Red,1248.0,74.0,190.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1248.0,1248.0,26.8,9.0,12.0,10.0,11.0,23.0,3
maruti ignis 1.3 delta,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,diesel,manual,1000cc-2000cc,1000cc-2000cc,1.3-Litre DDiS Diesel Engine,DOHC,Yes,No,5 Speed,FWD,Electrical,Disc,Drum,"Tubeless,Radial",CRDI,White,White,1248.0,74.0,190.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1248.0,1248.0,26.8,9.0,11.0,10.0,5.0,24.0,1
maruti ignis 1.3 zeta,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,diesel,manual,1000cc-2000cc,1000cc-2000cc,1.3-Litre DDiS Diesel Engine,DOHC,Yes,No,5 Speed,FWD,Electrical,Disc,Drum,"Tubeless,Radial",CRDI,Blue,Blue,1248.0,74.0,190.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1248.0,1248.0,26.8,9.0,12.0,10.0,11.0,22.0,1
maruti ignis alpha,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,VVT,DOHC,No,No,5 Speed,FWD,Electric,Disc,Drum,"Tubeless, Radial",MPFI,Blue,Blue,1197.0,81.8,113.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1197.0,1197.0,20.89,9.0,15.0,8.0,15.0,26.0,4
maruti ignis alpha amt,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,petrol,automatic,1000cc-2000cc,1000cc-2000cc,VVT,DOHC,No,No,5 Speed,FWD,Electric,Disc,Drum,"Tubeless, Radial",MPFI,White,White,1197.0,81.8,113.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1197.0,1197.0,20.89,9.0,14.0,8.0,15.0,26.0,7
maruti ignis delta,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,VVT,DOHC,No,No,5 Speed,FWD,Electric,Disc,Drum,"Tubeless, Radial",MPFI,Gray,Gray,1197.0,81.8,113.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1197.0,1197.0,20.89,9.0,12.0,7.0,8.0,26.0,6
maruti ignis delta amt,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,petrol,automatic,1000cc-2000cc,1000cc-2000cc,VVT,DOHC,No,No,5 Speed,FWD,Electric,Disc,Drum,"Tubeless, Radial",MPFI,Blue,Blue,1197.0,81.8,113.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1197.0,1197.0,20.89,9.0,11.0,7.0,8.0,26.0,1
maruti ignis sigma,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,VVT,DOHC,No,No,5 Speed,FWD,Electric,Disc,Drum,"Tubeless, Radial",MPFI,Blue,Blue,1197.0,81.8,113.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1197.0,1197.0,20.89,8.0,7.0,5.0,4.0,22.0,15
maruti ignis zeta,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,VVT,DOHC,No,No,5 Speed,FWD,Electric,Disc,Drum,"Tubeless, Radial",MPFI,White,White,1197.0,81.8,113.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1197.0,1197.0,20.89,9.0,15.0,7.0,13.0,26.0,10
maruti ignis zeta amt,maruti,Maruti Ignis,maruti,Hatchback,Hatchback cars,Hatchback,petrol,automatic,1000cc-2000cc,1000cc-2000cc,VVT,DOHC,No,No,5 Speed,FWD,Electric,Disc,Drum,"Tubeless, Radial",MPFI,Nexa Blue,Nexa Blue,1197.0,81.8,113.0,4.0,4.0,3700.0,1690.0,1595.0,2435.0,4.7,5.0,260.0,5.0,1197.0,1197.0,20.89,9.0,14.0,7.0,13.0,26.0,4
maruti kizashi mt,maruti,Maruti Kizashi,maruti,Sedan,Sedan cars,Sedan,petrol,manual,2000cc-3000cc,2000cc-3000cc,Petrol Engine,DOHC,No,No,6 Speed,FWD,Power,Ventilated Disc,Disc,"Tubeless,Radial",MPFI,White,White,2393.0,175.6,230.0,4.0,4.0,4650.0,1820.0,1490.0,2700.0,5.5,4.0,461.0,5.0,2393.0,2393.0,12.45,9.0,19.0,10.0,9.0,20.0,2
maruti omni 5 seater,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,petrol,manual,500cc-1000cc,500cc-1000cc,In-Line Engine,DOHC,No,No,4 Speed,RWD,Manual,Disc,Drum,"Tubeless,Radial",MPFI,Superior white,Superior white,796.0,35.0,6.1,3.0,2.0,3370.0,1410.0,1640.0,1840.0,4.1,5.0,210.0,5.0,796.0,796.0,14.0,6.0,1.0,2.0,1.0,5.0,1
maruti omni 5 seater bsii,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,petrol,manual,500cc-1000cc,500cc-1000cc,In-Line Engine,DOHC,No,No,4 Speed,RWD,Manual,Disc,Drum,"Tubeless,Radial",MPFI,White,White,796.0,35.0,6.1,3.0,2.0,3370.0,1410.0,1640.0,1840.0,4.1,5.0,210.0,5.0,796.0,796.0,14.0,6.0,1.0,2.0,1.0,5.0,1
maruti omni 5 seater bsiv,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,petrol,manual,500cc-1000cc,500cc-1000cc,In-Line Engine,DOHC,No,No,4 Speed,RWD,Manual,Disc,Drum,"Tubeless,Radial",MPFI,Silver,Silver,796.0,35.0,6.1,3.0,2.0,3370.0,1410.0,1640.0,1840.0,4.1,5.0,210.0,5.0,796.0,796.0,14.0,6.0,1.0,2.0,1.0,5.0,1
maruti omni 5 str std,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,petrol,manual,500cc-1000cc,500cc-1000cc,In-Line Engine,DOHC,No,No,4 Speed,FRONTWHEELDRIVE,Manual,Disc,Drum,"Tubeless,Radial",MPFI,Other,Other,796.0,35.0,6.1,3.0,2.0,3370.0,1410.0,1640.0,1840.0,4.1,5.0,350.0,5.0,796.0,796.0,14.0,9.0,7.0,5.0,6.0,8.0,1
maruti omni 8 seater bsii,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,petrol,manual,500cc-1000cc,500cc-1000cc,In-Line Engine,DOHC,No,No,4 Speed,RWD,Power,Disc,Drum,"Tubeless,Radial",MPFI,Blue,Blue,796.0,35.0,6.1,3.0,2.0,3995.0,1710.0,1530.0,2520.0,5.1,6.0,210.0,8.0,796.0,796.0,19.7,1.0,1.0,1.0,1.0,1.0,6
maruti omni 8 seater bsiv,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,petrol,manual,500cc-1000cc,500cc-1000cc,In-Line Engine,DOHC,No,No,4 Speed,RWD,Manual,Disc,Drum,"Tubeless,Radial",MPFI,Silver,Silver,796.0,35.0,6.1,3.0,2.0,3370.0,1410.0,1640.0,1840.0,4.1,5.0,210.0,5.0,796.0,796.0,14.0,6.0,1.0,2.0,1.0,5.0,4
maruti omni bsiii 8-str w/ immobiliser,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,4 Speed,RWD,Power,Disc,Drum,"Tubeless,Radial",MPFI,White,Blue,1248.0,88.5,145.0,4.0,4.0,3995.0,1710.0,1530.0,2520.0,5.1,5.0,210.0,8.0,1248.0,1248.0,19.7,1.0,1.0,1.0,1.0,1.0,3
maruti omni cng,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,cng,manual,500cc-1000cc,500cc-1000cc,In-Line Engine,DOHC,No,No,4 Speed,RWD,Power,Disc,Drum,"Tubeless,Radial",MPFI,White,White,796.0,88.5,145.0,3.0,4.0,3995.0,1710.0,1530.0,2520.0,5.1,5.0,210.0,8.0,796.0,796.0,10.9,1.0,1.0,1.0,1.0,1.0,3
maruti omni e 8 str std,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,petrol,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,5 Speed,FWD,Power,Disc,Drum,"Tubeless,Radial",MPFI,White,Silver,1248.0,88.5,145.0,4.0,4.0,3995.0,1710.0,1530.0,2520.0,5.1,6.0,350.0,5.0,1248.0,1248.0,19.7,1.0,1.0,1.0,1.0,1.0,11
maruti omni e mpi std,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,petrol,manual,500cc-1000cc,500cc-1000cc,In-Line Engine,SOHC,No,No,4 Speed,RWD,Manual,Disc,Drum,"Tubeless,Radial",MPFI,White,White,796.0,34.2,59.0,3.0,2.0,3370.0,1410.0,1640.0,1840.0,4.1,5.0,210.0,8.0,796.0,796.0,16.8,8.0,2.0,4.0,4.0,10.0,6
maruti omni e mpi std bsiv,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,petrol,manual,500cc-1000cc,500cc-1000cc,In-Line Engine,SOHC,No,No,4 Speed,RWD,Manual,Disc,Drum,"Tubeless,Radial",MPFI,Silver,Silver,796.0,34.2,59.0,3.0,2.0,3370.0,1410.0,1640.0,1840.0,4.1,5.0,210.0,8.0,796.0,796.0,16.8,8.0,2.0,4.0,2.0,9.0,42
maruti omni lpg cargo bsiii w immobiliser,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,lpg,manual,500cc-1000cc,500cc-1000cc,In-Line Engine,DOHC,No,No,4 Speed,RWD,Manual,Disc,Drum,"Tubeless,Radial",MPFI,Green,Green,796.0,32.8,57.0,3.0,2.0,3370.0,1410.0,1640.0,1840.0,4.1,5.0,210.0,5.0,796.0,796.0,10.9,7.0,1.0,2.0,1.0,5.0,3
maruti omni lpg std bsiii 5-str w immobiliser,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,lpg,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,4 Speed,RWD,Power,Disc,Drum,"Tubeless,Radial",MPFI,White,Silver,1248.0,88.5,145.0,4.0,4.0,3995.0,1710.0,1530.0,2520.0,5.1,5.0,210.0,5.0,1248.0,1248.0,10.9,1.0,1.0,1.0,1.0,1.0,2
maruti omni lpg std bsiv,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,lpg,manual,1000cc-2000cc,1000cc-2000cc,In-Line Engine,DOHC,No,No,4 Speed,RWD,Power,Disc,Drum,"Tubeless,Radial",MPFI,White,White,1248.0,88.5,145.0,4.0,4.0,3995.0,1710.0,1530.0,2520.0,5.1,5.0,210.0,8.0,1248.0,1248.0,10.9,1.0,1.0,1.0,1.0,1.0,4
maruti omni maruti omni mpi std bsiii 5-str w/ immobiliser,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,petrol,manual,500cc-1000cc,500cc-1000cc,In-Line Engine,DOHC,Yes,Yes,4 Speed,RWD,Power,Disc,Drum,"Tubeless,Radial",MPFI,White,White,796.0,35.0,6.1,4.0,4.0,3995.0,1710.0,1530.0,2520.0,5.1,6.0,210.0,5.0,796.0,796.0,14.0,1.0,1.0,1.0,1.0,1.0,1
maruti omni mpi cargo bsiii w/ immobiliser,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,petrol,manual,500cc-1000cc,500cc-1000cc,In-Line Engine,DOHC,No,No,4 Speed,RWD,Manual,Disc,Drum,"Tubeless,Radial",MPFI,Gray,Gray,796.0,35.0,6.1,3.0,2.0,3370.0,1410.0,1640.0,1840.0,4.1,5.0,210.0,5.0,796.0,796.0,19.7,5.0,1.0,2.0,1.0,5.0,1
maruti omni mpi cargo bsiv,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,petrol,manual,500cc-1000cc,500cc-1000cc,In-Line Engine,SOHC,No,No,4 Speed,RWD,Manual,Disc,Drum,"Tubeless,Radial",MPFI,White,White,796.0,34.2,59.0,3.0,2.0,3370.0,1410.0,1640.0,1840.0,4.1,5.0,210.0,5.0,796.0,796.0,16.8,8.0,2.0,4.0,4.0,9.0,6
maruti omni mpi std bsiii 8-str w/ immobiliser,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,petrol,manual,500cc-1000cc,500cc-1000cc,In-Line Engine,DOHC,Yes,Yes,4 Speed,RWD,Manual,Disc,Drum,"Tubeless,Radial",MPFI,Superior white,Superior white,796.0,35.0,6.1,3.0,4.0,3370.0,1410.0,1640.0,1840.0,4.1,5.0,210.0,8.0,796.0,796.0,19.7,5.0,1.0,2.0,1.0,6.0,1
maruti omni mpi std bsiv,maruti,Maruti Omni,maruti,Minivans,Minivans cars,Minivans,petrol,manual,500cc-1000cc,500cc-1000cc,In-Line Engine,SOHC,No,No,4 Speed,RWD,Manual,Disc,Drum,"Tubeless,Radial",MPFI,White,White,796.0,34.2,59.0,3.0,2.0,3370.0,1410.0,1640.0,1840.0,4.1,5.0,210.0,5.0,796.0,796.0,16.8,8.0,2.0,4.0,2.0,9.0,7
maruti ritz genus vxi,maruti,Maruti Ritz,maruti,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,KB Series,DOHC,No,No,Five Speed Manual Transmission,TWOWHEELDRIVE,Power,Ventilated Disc,Drum,"Tubeless,Radial",MPFI,Blue,Blue,1197.0,85.0,113.0,4.0,4.0,3715.0,1680.0,1620.0,2360.0,4.7,5.0,232.0,5.0,1197.0,1197.0,18.5,9.0,10.0,9.0,9.0,17.0,1
maruti ritz ldi,maruti,Maruti Ritz,maruti,Hatchback,Hatchback cars,Hatchback,diesel,manual,1000cc-2000cc,1000cc-2000cc,DDiS Diesel Engine ,DOHC,Yes,No,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",CRDI,White,White,1248.0,73.94,190.0,4.0,4.0,3775.0,1680.0,1620.0,2360.0,4.7,5.0,236.0,5.0,1248.0,1248.0,23.2,8.0,5.0,7.0,4.0,13.0,17
maruti ritz lxi,maruti,Maruti Ritz,maruti,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,K Series Petrol Engine ,DOHC,No,No,5-Speed,FWD,Power,Ventilated Disk,Drum,"Tubeless,Radial",MPFI,White,White,1197.0,85.8,114.0,4.0,4.0,3715.0,1680.0,1620.0,2360.0,4.7,5.0,232.0,5.0,1197.0,1197.0,21.1,8.0,5.0,6.0,4.0,9.0,32
maruti ritz vdi,maruti,Maruti Ritz,maruti,Hatchback,Hatchback cars,Hatchback,diesel,manual,1000cc-2000cc,1000cc-2000cc,DDiS Diesel Engine,DOHC,Yes,No,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",CRDI,Superior white,Superior white,1248.0,73.94,190.0,4.0,4.0,3775.0,1680.0,1620.0,2360.0,4.7,5.0,236.0,5.0,1248.0,1248.0,23.2,8.0,10.0,9.0,7.0,16.0,51
maruti ritz vdi (abs) bs iv,maruti,Maruti Ritz,maruti,Hatchback,Hatchback cars,Hatchback,diesel,manual,1000cc-2000cc,1000cc-2000cc,DDiS Diesel Engine,DOHC,Yes,No,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",CRDI ,Silver,Silver,1248.0,73.94,190.0,4.0,4.0,3775.0,1680.0,1620.0,2360.0,4.7,5.0,236.0,5.0,1248.0,1248.0,23.2,8.0,10.0,9.0,7.0,18.0,4
maruti ritz vxi,maruti,Maruti Ritz,maruti,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,K Series Petrol Engine,DOHC,No,No,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",MPFI,Silky silver,Silky silver,1197.0,85.8,114.0,4.0,4.0,3775.0,1680.0,1620.0,2360.0,4.7,5.0,236.0,5.0,1197.0,1197.0,18.5,8.0,10.0,9.0,7.0,16.0,92
maruti ritz vxi (abs) bs iv,maruti,Maruti Ritz,maruti,Hatchback,Hatchback cars,Hatchback,petrol,manual,1000cc-2000cc,1000cc-2000cc,K Series Petrol Engine,DOHC,No,No,5 Speed,FWD,Power,Ventilated Disc,Drum,"Tubeless,Radial",MPFI,White,White,1197.0,85.8,114.0,4.0,4.0,3775.0,1680.0,1620.0,2360.0,4.7,5.0,236.0,5.0,1197.0,1197.0,18.5,8.0,10.0,9.0,7.0,18.0,3
